latin,translation,part_of_speech,level,genitive,gender,declension,principal_parts,conjugation
numerus_1843,number (var. 1843),noun,1,numeri,m,2,,
littera_1844,letter (var. 1844),noun,1,litterae,f,1,,
vocabulum_1845,word (var. 1845),noun,1,vocabuli,n,2,,
capitulum_1846,chapter (var. 1846),noun,1,capituli,n,2,,
syllaba_1847,syllable (var. 1847),noun,1,syllabae,f,1,,
exemplum_1848,example (var. 1848),noun,1,exempli,n,2,,
pensum_1849,task (var. 1849),noun,1,pensi,n,2,,
magnus_1850,big (var. 1850),adj,1,,,1/2,,
parvus_1851,small (var. 1851),adj,1,,,1/2,,
graecus_1852,greek (var. 1852),adj,1,,,1/2,,
romanus_1853,roman (var. 1853),adj,1,,,1/2,,
latinus_1854,latin (var. 1854),adj,1,,,1/2,,
multi_1855,many (var. 1855),adj,1,,,1/2,,
pauci_1856,few (var. 1856),adj,1,,,1/2,,
unus_1857,one (var. 1857),num,1,,,,,
mille_1858,thousand (var. 1858),num,1,,,,,
primus_1859,first (var. 1859),adj,1,,,1/2,,
secundus_1860,second (var. 1860),adj,1,,,1/2,,
tertius_1861,third (var. 1861),adj,1,,,1/2,,
est_1862,is (var. 1862),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1863,are (var. 1863),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1864,in/on (var. 1864),prep,1,,,,,
et_1865,and (var. 1865),conj,1,,,,,
sed_1866,but (var. 1866),conj,1,,,,,
non_1867,not (var. 1867),adv,1,,,,,
quoque_1868,also (var. 1868),adv,1,,,,,
ubi_1869,where (var. 1869),adv,1,,,,,
num_1870,? (var. 1870),part,1,,,,,
quid_1871,what (var. 1871),pron,1,,,,,
quis_1872,who (var. 1872),pron,1,,,,,
qui_1873,who (var. 1873),pron,1,,,,,
cuius_1874,whose (var. 1874),pron,1,,,,,
amo_1875,love (var. 1875),verb,1,,,,"amo, amare, amavi, amatum",1
video_1876,see (var. 1876),verb,1,,,,"video, videre, vidi, visum",2
lego_1877,read (var. 1877),verb,1,,,,"lego, legere, legi, lectum",3
audio_1878,hear (var. 1878),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1879,take (var. 1879),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1880,make/do (var. 1880),verb,1,,,,"facio, facere, feci, factum",3io
ago_1881,do/drive (var. 1881),verb,1,,,,"ago, agere, egi, actum",3
dico_1882,say (var. 1882),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1883,come (var. 1883),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1884,have (var. 1884),verb,1,,,,"habeo, habere, habui, habitum",2
do_1885,give (var. 1885),verb,1,,,,"do, dare, dedi, datum",1
voco_1886,call (var. 1886),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1887,fight (var. 1887),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1888,attack (var. 1888),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1889,kill (var. 1889),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1890,fear (var. 1890),verb,1,,,,"timeo, timere, timui, -",2
moneo_1891,warn (var. 1891),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1892,lead (var. 1892),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1893,send (var. 1893),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1894,put (var. 1894),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1895,write (var. 1895),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1896,conquer (var. 1896),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1897,live (var. 1897),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1898,sleep (var. 1898),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1899,know (var. 1899),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1900,not know (var. 1900),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1901,road (var. 1901),noun,1,viae,f,1,,
murus_1902,wall (var. 1902),noun,1,muri,m,2,,
porta_1903,gate (var. 1903),noun,1,portae,f,1,,
lectica_1904,litter (var. 1904),noun,1,lecticae,f,1,,
saccus_1905,sack (var. 1905),noun,1,sacci,m,2,,
humerus_1906,shoulder (var. 1906),noun,1,humeri,m,2,,
amicus_1907,friend (var. 1907),noun,1,amici,m,2,,
inimicus_1908,enemy (var. 1908),noun,1,inimici,m,2,,
equus_1909,horse (var. 1909),noun,1,equi,m,2,,
oculus_1910,eye (var. 1910),noun,1,oculi,m,2,,
lacrima_1911,tear (var. 1911),noun,1,lacrimae,f,1,,
speculum_1912,mirror (var. 1912),noun,1,speculi,n,2,,
ostium_1913,door (var. 1913),noun,1,ostii,n,2,,
atrium_1914,atrium (var. 1914),noun,1,atrii,n,2,,
impluvium_1915,pool (var. 1915),noun,1,impluvii,n,2,,
cubiculum_1916,bedroom (var. 1916),noun,1,cubiculi,n,2,,
tablinum_1917,study (var. 1917),noun,1,tablini,n,2,,
peristylum_1918,peristyle (var. 1918),noun,1,peristyli,n,2,,
lilium_1919,lily (var. 1919),noun,1,lilii,n,2,,
nasus_1920,nose (var. 1920),noun,1,nasi,m,2,,
rosa_1921,rose (var. 1921),noun,1,rosae,f,1,,
malum_1922,apple (var. 1922),noun,1,mali,n,2,,
pirum_1923,pear (var. 1923),noun,1,piri,n,2,,
oscilum_1924,kiss (var. 1924),noun,1,oscili,n,2,,
beatus_1925,happy (var. 1925),adj,1,,,1/2,,
fessus_1926,tired (var. 1926),adj,1,,,1/2,,
iratus_1927,angry (var. 1927),adj,1,,,1/2,,
laetus_1928,glad (var. 1928),adj,1,,,1/2,,
maestus_1929,sad (var. 1929),adj,1,,,1/2,,
plenus_1930,full (var. 1930),adj,1,,,1/2,,
solus_1931,alone (var. 1931),adj,1,,,1/2,,
stultus_1932,stupid (var. 1932),adj,1,,,1/2,,
tutus_1933,safe (var. 1933),adj,1,,,1/2,,
vivus_1934,alive (var. 1934),adj,1,,,1/2,,
mortuus_1935,dead (var. 1935),adj,1,,,1/2,,
puella_1936,girl (var. 1936),noun,1,puellae,f,1,,
puer_1937,boy (var. 1937),noun,1,pueri,m,2,,
vir_1938,man (var. 1938),noun,1,viri,m,2,,
femina_1939,woman (var. 1939),noun,1,feminae,f,1,,
pater_1940,father (var. 1940),noun,1,patris,m,3,,
mater_1941,mother (var. 1941),noun,1,matris,f,3,,
filius_1942,son (var. 1942),noun,1,filii,m,2,,
filia_1943,daughter (var. 1943),noun,1,filiae,f,1,,
dominus_1944,master (var. 1944),noun,1,domini,m,2,,
ancilla_1945,slave-girl (var. 1945),noun,1,ancillae,f,1,,
servus_1946,slave (var. 1946),noun,1,servi,m,2,,
liber_1947,book (var. 1947),noun,1,libri,m,2,,
titulus_1948,title (var. 1948),noun,1,tituli,m,2,,
pagina_1949,page (var. 1949),noun,1,paginae,f,1,,
antiquus_1950,ancient (var. 1950),adj,1,,,1/2,,
novus_1951,new (var. 1951),adj,1,,,1/2,,
ceteri_1952,the others (var. 1952),adj,1,,,1/2,,
meus_1953,my (var. 1953),adj,1,,,1/2,,
tuus_1954,your (var. 1954),adj,1,,,1/2,,
centum_1955,hundred (var. 1955),num,1,,,,,
duo_1956,two (var. 1956),num,1,,,,,
tres_1957,three (var. 1957),num,1,,,,,
fluvius_1958,river (var. 1958),noun,1,fluvii,m,2,,
insula_1959,island (var. 1959),noun,1,insulae,f,1,,
oppidum_1960,town (var. 1960),noun,1,oppidi,n,2,,
oceanus_1961,ocean (var. 1961),noun,1,oceani,m,2,,
imperium_1962,empire (var. 1962),noun,1,imperii,n,2,,
provincia_1963,province (var. 1963),noun,1,provinciae,f,1,,
numerus_1964,number (var. 1964),noun,1,numeri,m,2,,
littera_1965,letter (var. 1965),noun,1,litterae,f,1,,
vocabulum_1966,word (var. 1966),noun,1,vocabuli,n,2,,
capitulum_1967,chapter (var. 1967),noun,1,capituli,n,2,,
syllaba_1968,syllable (var. 1968),noun,1,syllabae,f,1,,
exemplum_1969,example (var. 1969),noun,1,exempli,n,2,,
pensum_1970,task (var. 1970),noun,1,pensi,n,2,,
magnus_1971,big (var. 1971),adj,1,,,1/2,,
parvus_1972,small (var. 1972),adj,1,,,1/2,,
graecus_1973,greek (var. 1973),adj,1,,,1/2,,
romanus_1974,roman (var. 1974),adj,1,,,1/2,,
latinus_1975,latin (var. 1975),adj,1,,,1/2,,
multi_1976,many (var. 1976),adj,1,,,1/2,,
pauci_1977,few (var. 1977),adj,1,,,1/2,,
unus_1978,one (var. 1978),num,1,,,,,
mille_1979,thousand (var. 1979),num,1,,,,,
primus_1980,first (var. 1980),adj,1,,,1/2,,
secundus_1981,second (var. 1981),adj,1,,,1/2,,
tertius_1982,third (var. 1982),adj,1,,,1/2,,
est_1983,is (var. 1983),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1984,are (var. 1984),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1985,in/on (var. 1985),prep,1,,,,,
et_1986,and (var. 1986),conj,1,,,,,
sed_1987,but (var. 1987),conj,1,,,,,
non_1988,not (var. 1988),adv,1,,,,,
quoque_1989,also (var. 1989),adv,1,,,,,
ubi_1990,where (var. 1990),adv,1,,,,,
num_1991,? (var. 1991),part,1,,,,,
quid_1992,what (var. 1992),pron,1,,,,,
quis_1993,who (var. 1993),pron,1,,,,,
qui_1994,who (var. 1994),pron,1,,,,,
cuius_1995,whose (var. 1995),pron,1,,,,,
amo_1996,love (var. 1996),verb,1,,,,"amo, amare, amavi, amatum",1
video_1997,see (var. 1997),verb,1,,,,"video, videre, vidi, visum",2
lego_1998,read (var. 1998),verb,1,,,,"lego, legere, legi, lectum",3
audio_1999,hear (var. 1999),verb,1,,,,"audio, audire, audivi, auditum",4
